,response,category,billie,claude,chatgpt,ryan
869,trump administration wants to ensure citizenship by making it mandatory to provide proof of citizens,proponent save act - election integrity,0,1,0,
870,trump administration wants to ensure citizenship by making it mandatory to provide proof of citizens,proponent save act - accountability,1,1,1,
871,trump administration wants to ensure citizenship by making it mandatory to provide proof of citizens,proponent save act - public confidence in elections,0,0,0,
872,trump administration wants to ensure citizenship by making it mandatory to provide proof of citizens,proponent save act - other valid,0,0,0,
873,trump administration wants to ensure citizenship by making it mandatory to provide proof of citizens,proponent save act - invalid,0,0,0,
874,trump administration wants to ensure citizenship by making it mandatory to provide proof of citizens,opponent save act - voting disenfranchisement,0,1,1,
875,trump administration wants to ensure citizenship by making it mandatory to provide proof of citizens,opponent save act - lack of serious problem,0,0,0,
876,trump administration wants to ensure citizenship by making it mandatory to provide proof of citizens,opponent save act - unequal burden,0,1,0,
877,trump administration wants to ensure citizenship by making it mandatory to provide proof of citizens,opponent save act - administrative burden,1,0,0,
878,trump administration wants to ensure citizenship by making it mandatory to provide proof of citizens,opponent save act - other valid,0,0,0,
879,trump administration wants to ensure citizenship by making it mandatory to provide proof of citizens,opponent save act - invalid,0,0,0,
880,trump wrote the safe act in order to stop immigrants and women from voting. they are making sure bir,proponent save act - election integrity,0,1,1,
881,trump wrote the safe act in order to stop immigrants and women from voting. they are making sure bir,proponent save act - accountability,1,0,1,
882,trump wrote the safe act in order to stop immigrants and women from voting. they are making sure bir,proponent save act - public confidence in elections,0,0,0,
883,trump wrote the safe act in order to stop immigrants and women from voting. they are making sure bir,proponent save act - other valid,0,0,1,
884,trump wrote the safe act in order to stop immigrants and women from voting. they are making sure bir,proponent save act - invalid,0,0,0,
885,trump wrote the safe act in order to stop immigrants and women from voting. they are making sure bir,opponent save act - voting disenfranchisement,1,0,0,
886,trump wrote the safe act in order to stop immigrants and women from voting. they are making sure bir,opponent save act - lack of serious problem,0,0,0,
887,trump wrote the safe act in order to stop immigrants and women from voting. they are making sure bir,opponent save act - unequal burden,1,1,0,
888,trump wrote the safe act in order to stop immigrants and women from voting. they are making sure bir,opponent save act - administrative burden,0,0,0,
889,trump wrote the safe act in order to stop immigrants and women from voting. they are making sure bir,opponent save act - other valid,0,0,0,
890,trump wrote the safe act in order to stop immigrants and women from voting. they are making sure bir,opponent save act - invalid,0,0,0,
891,yes,proponent save act - election integrity,0,0,0,
892,yes,proponent save act - accountability,0,0,0,
893,yes,proponent save act - public confidence in elections,0,0,0,
894,yes,proponent save act - other valid,0,0,0,
895,yes,proponent save act - invalid,0,0,0,
896,yes,opponent save act - voting disenfranchisement,0,0,0,
897,yes,opponent save act - lack of serious problem,0,0,0,
898,yes,opponent save act - unequal burden,0,0,0,
899,yes,opponent save act - administrative burden,0,0,0,
900,yes,opponent save act - other valid,0,0,0,
901,yes,opponent save act - invalid,0,0,0,
